Nome;Classe;Código;CNPJ;Nome;Tipo de Ativo;ISIN;Setor Econômico|Bovespa;Subsetor Bovespa;Segmento Bovespa
BBSeguridade;ON;BBSE3;17344597000194;BBSeguridade;Ação;BRBBSEACNOR5;Financeiro;Previdência e seguros;Seguradoras
Bcbf Participações SA;ON;24775 ON;19276528000116;Bcbf Participações SA;Ação;-;-;-;-
BCN;PN;BCNA4;60898723000181;BCN;Ação;-;-;-;-
Belapart;ON;PBEL3B;1608571000176;Belapart;Ação;BRPBELACNOR0;Financeiro;Outros;Outros
Belapart;PNA;PBEL5B;1608571000176;Belapart;Ação;-;Financeiro;Outros;Outros
Belapart;PNB;PBEL6B;1608571000176;Belapart;Ação;-;Financeiro;Outros;Outros
Beleza Participacoes S/A;ON;22632 ON;14200618000100;Beleza Participacoes S/A;Ação;-;-;-;-
Bematech;ON;BEMA3;82373077000171;Bematech;Ação;BRBEMAACNOR0;-;-;-
Bemge;ON;BEMG3;-;Bemge;Ação;-;-;-;-
Bemge;PN;BEMG4;-;Bemge;Ação;-;-;-;-
Bemobi Tech;ON;BMOB3;9042817000105;Bemobi Tech;Ação;BRBMOBACNOR7;Tecnologia da informação;Programas e serviços;Programas e serviços
Bergamo;ON;BERG3;60881364000150;Bergamo;Ação;-;-;-;-
Bergamo;PNA;BERG5;60881364000150;Bergamo;Ação;-;-;-;-
Besc;ON;BSCT3;-;Besc;Ação;-;-;-;-
Besc;PNA;BSCT5;-;Besc;Ação;-;-;-;-
Besc;PNB;BSCT6;-;Besc;Ação;-;-;-;-
Beta;PNA;BTAS5;4381091000103;Beta;Ação;-;-;-;-
Beta Securitizadora S/A;ON;19747 ON;7021459000110;Beta Securitizadora S/A;Ação;-;-;-;-
Betapart;ON;BETP3;2762124000130;Betapart;Ação;BRBETPACNOR3;Outros;Outros;Outros
BHG;ON;BHGR3;8723106000125;BHG;Ação;BRBHGRACNOR9;-;-;-
BI Cia Securit de Cred Imob;ON;19704 ON;7112325000105;BI Cia Securit de Cred Imob;Ação;-;-;-;-
Biam Cia Securitizadora S/A;ON;23019 ON;14333683000103;Biam Cia Securitizadora S/A;Ação;-;-;-;-
Bic Arrend Mercantil S/A;ON;15121 ON;69720910000145;Bic Arrend Mercantil S/A;Ação;-;-;-;-
Bic Monark;ON;BMKS3;56992423000190;Bic Monark;Ação;BRBMKSACNOR9;Consumo cíclico;Viagens e lazer;Bicicletas
Bicbanco;ON;BICB3;7450604000189;Bicbanco;Ação;BRBICBACNOR0;-;-;-
Bicbanco;PN;BICB4;7450604000189;Bicbanco;Ação;BRBICBACNPR7;-;-;-
Bicbanco;UnN1;BICB11;7450604000189;Bicbanco;Ação;-;-;-;-
Biobras;PN;BIOB4;16921603000166;Biobras;Ação;-;-;-;-
Biomm;ON;BIOM3;4752991000110;Biomm;Ação;BRBIOMACNOR2;Saúde;Medicamentos e outros produtos;Medicamentos e outros produtos
Biomm;PN;BIOM4;4752991000110;Biomm;Ação;BRBIOMACNPR9;Saúde;Medicamentos e outros produtos;Medicamentos e outros produtos
Bionexo S/A;ON;25925 ON;4069709000102;Bionexo S/A;Ação;-;-;-;-
Bionexo S/A;PN;25925 PN;4069709000102;Bionexo S/A;Ação;-;-;-;-
Biosev;ON;BSEV3;15527906000136;Biosev;Ação;BRBSEVACNOR3;Consumo não cíclico;Alimentos processados;Açúcar e álcool
Biotoscana;ON;GBIO33;19688956000156;Biotoscana;Ação;BRGBIOBDR008;Saúde;Medicamentos e outros produtos;Medicamentos e outros produtos
Blau;ON;BLAU3;58430828000160;Blau;Ação;BRBLAUACNOR8;Saúde;Comércio e distribuição;Medicamentos e outros produtos
Blue Tree;ON;CTWR3;66542002000110;Blue Tree;Ação;-;-;-;-
Bluefit Academias de Ginastica e Part S/A;ON;26204 ON;24921465000143;Bluefit Academias de Ginastica e Part S/A;Ação;-;-;-;-
BM&F;ON;BMEF3;54641030000106;BM&F;Ação;-;-;-;-
BMG Leasing S/A Arrend Merc;ON;01724 ON;34265561000134;BMG Leasing S/A Arrend Merc;Ação;-;-;-;-
BNDES Participações S/A - Bndespar;ON;16772 ON;383281000109;BNDES Participações S/A - Bndespar;Ação;-;-;-;-
Boa Safra;ON;SOJA3;10807374000177;Boa Safra;Ação;BRSOJAACNOR9;Consumo não cíclico;Agropecuária;Agricultura
Boa Vista;ON;BOAS3;11725176000127;Boa Vista;Ação;BRBOASACNOR6;Financeiro;Serviços financeiros diversos;Serviços financeiros diversos
Boavista;PN;BBV4;-;Boavista;Ação;-;-;-;-
Bombril;ON;BOBR3;50564053000103;Bombril;Ação;BRBOBRACNOR6;Consumo não cíclico;Produtos de uso pessoal e de limpeza;Produtos de limpeza
Bombril;PN;BOBR4;50564053000103;Bombril;Ação;BRBOBRACNPR3;Consumo não cíclico;Produtos de uso pessoal e de limpeza;Produtos de limpeza
Bompreco;PN;BPCO4;13004510000189;Bompreco;Ação;-;-;-;-
Bompreco Bah;ON;IDCO3;97422620000150;Bompreco Bah;Ação;-;-;-;-
Bompreco Bah;PN;IDCO4;97422620000150;Bompreco Bah;Ação;-;-;-;-
Bonaire Part;ON;BNPA3B;2117801000167;Bonaire Part;Ação;BRBNPAACNOR4;Utilidade pública;Energia elétrica;Energia elétrica
Borrachas Vipal S/A;ON;26980 ON;87870952000144;Borrachas Vipal S/A;Ação;-;-;-;-
Botucatu Tex;ON;STRP3;61087581000135;Botucatu Tex;Ação;BRSTRPACNOR9;-;-;-
Botucatu Tex;PN;STRP4;61087581000135;Botucatu Tex;Ação;BRSTRPACNPR6;-;-;-
Bovespa Holding;ON;BOVH3;-;Bovespa Holding;Ação;-;-;-;-
Bpmb 1 Partcipacoes S/A;ON;23108 ON;15483430000189;Bpmb 1 Partcipacoes S/A;Ação;-;-;-;-
BR Ferrovias;ON;FRPS3;2457269000127;BR Ferrovias;Ação;-;-;-;-
BR Ferrovias;PN;FRPS4;2457269000127;BR Ferrovias;Ação;-;-;-;-
BR Home;ON;HCBR3;11102250000159;BR Home;Ação;BRHCBRACNOR8;Consumo cíclico;Comércio;Produtos diversos
BR Malls Par;ON;BRML3;6977745000191;BR Malls Par;Ação;BRBRMLACNOR9;Financeiro;Exploração de imóveis;Exploração de imóveis
BR Partners;ON;25860 ON;10739356000103;BR Partners;Ação;-;Financeiro;Intermediários financeiros;Bancos
BR Partners;PN;25860 PN;10739356000103;BR Partners;Ação;-;Financeiro;Intermediários financeiros;Bancos
BR Partners;UNT N2;BRBI11;10739356000103;BR Partners;Ação;BRBRBICDAM10;Financeiro;Intermediários financeiros;Bancos
BR Pharma;ON;BPHA3;11395624000171;BR Pharma;Ação;BRBPHAACNOR6;Saúde;Comércio e distribuição;Medicamentos e outros produtos
BR Propert;ON;BRPR3;6977751000149;BR Propert;Ação;BRBRPRACNOR9;Financeiro;Exploração de imóveis;Exploração de imóveis
BR Towers Spe1 SA;ON;23205 ON;14206371000139;BR Towers Spe1 SA;Ação;-;-;-;-
Bradesco;ON;BBDC3;60746948000112;Bradesco;Ação;BRBBDCACNOR1;Financeiro;Intermediários financeiros;Bancos
Bradesco;PN;BBDC4;60746948000112;Bradesco;Ação;BRBBDCACNPR8;Financeiro;Intermediários financeiros;Bancos
Bradesco Leasing SA;ON;19640 ON;47509120000182;Bradesco Leasing SA;Ação;-;-;-;-
Bradespar;ON;BRAP3;3847461000192;Bradespar;Ação;BRBRAPACNOR5;Materiais básicos;Mineração;Minerais metálicos
Bradespar;PN;BRAP4;3847461000192;Bradespar;Ação;BRBRAPACNPR2;Materiais básicos;Mineração;Minerais metálicos
Bradespar;UNT;BRAP99;3847461000192;Bradespar;Ação;BRBRAPCDAM12;Materiais básicos;Mineração;Minerais metálicos
Brampac;PN;ITPS4;61149084000114;Brampac;Ação;-;-;-;-
Brasil;ON;BBAS3;191;Brasil;Ação;BRBBASACNOR3;Financeiro;Intermediários financeiros;Bancos
Brasil;PN;BBAS4;191;Brasil;Ação;-;Financeiro;Intermediários financeiros;Bancos
Brasil Plural Securitizadora S/A;ON;22233 ON;12610764000188;Brasil Plural Securitizadora S/A;Ação;-;-;-;-
Brasil Securitizadora S/A;ON;24287 ON;13483537000100;Brasil Securitizadora S/A;Ação;-;-;-;-
Brasil T Par;ON;BRTP3;-;Brasil T Par;Ação;-;-;-;-
Brasil T Par;PN;BRTP4;-;Brasil T Par;Ação;-;-;-;-
Brasilagro;ON;AGRO3;7628528000159;Brasilagro;Ação;BRAGROACNOR7;Consumo não cíclico;Agropecuária;Agricultura
Brasiliana Participações S/A;ON;23930 ON;8773191000136;Brasiliana Participações S/A;Ação;-;-;-;-
Brasiliana Participações S/A;PN;23930 PN;8773191000136;Brasiliana Participações S/A;Ação;-;-;-;-
Brasilit;ON;LITS3;61064838000133;Brasilit;Ação;-;-;-;-
Braskem;ON;BRKM3;42150391000170;Braskem;Ação;BRBRKMACNOR1;Materiais básicos;Químicos;Petroquímicos
Braskem;PNA;BRKM5;42150391000170;Braskem;Ação;BRBRKMACNPA4;Materiais básicos;Químicos;Petroquímicos
Braskem;PNB;BRKM6;42150391000170;Braskem;Ação;BRBRKMACNPB2;Materiais básicos;Químicos;Petroquímicos
Brasmotor;ON;BMTO3;61084984000120;Brasmotor;Ação;BRBMTOACNOR9;Consumo cíclico;Utilidades domésticas;Eletrodomésticos
Brasmotor;PN;BMTO4;61084984000120;Brasmotor;Ação;BRBMTOACNPR6;Consumo cíclico;Utilidades domésticas;Eletrodomésticos
Brasperola;PNA;BPLA5;11703519000152;Brasperola;Ação;-;-;-;-
Brazal Brasil Alimentos S/A;ON;21865 ON;10826798000189;Brazal Brasil Alimentos S/A;Ação;-;-;-;-
Brazal Brasil Alimentos S/A;PN;21865 PN;10826798000189;Brazal Brasil Alimentos S/A;Ação;-;-;-;-
Brazil Realty Cia Sec de Cred Imob;ON;19720 ON;7119838000148;Brazil Realty Cia Sec de Cred Imob;Ação;-;-;-;-
Brazil Tower, Cessão de Infra-Estruturas SA;ON;27316 ON;14292540000109;Brazil Tower, Cessão de Infra-Estruturas SA;Ação;-;-;-;-
Brazilian Fr;ON;BFRE3;2762113000150;Brazilian Fr;Ação;BRBFREACNOR8;-;-;-
Brazilian Securities Cia Sec;ON;18759 ON;3767538000114;Brazilian Securities Cia Sec;Ação;-;-;-;-
BRB Banco;ON;BSLI3;208000100;BRB Banco;Ação;BRBSLIACNOR5;Financeiro;Intermediários financeiros;Bancos
BRB Banco;PN;BSLI4;208000100;BRB Banco;Ação;BRBSLIACNPR2;Financeiro;Intermediários financeiros;Bancos
Brc Securitizadora S/A;ON;20672 ON;8653753000108;Brc Securitizadora S/A;Ação;-;-;-;-
BRF SA;ON;BRFS3;1838723000127;BRF SA;Ação;BRBRFSACNOR8;Consumo não cíclico;Alimentos processados;Carnes e derivados
BRF SA;PN;PRGA4;1838723000127;BRF SA;Ação;-;Consumo não cíclico;Alimentos processados;Carnes e derivados
Brisanet;ON;BRIT3;19796586000170;Brisanet;Ação;BRBRITACNOR0;Comunicações;Telecomunicações;Telecomunicações
Brk Ambiental Participações S/A;ON;24830 ON;24396489000120;Brk Ambiental Participações S/A;Ação;-;-;-;-
Brk Ambiental Região Metro de Maceió S/A;ON;26999 ON;39580673000101;Brk Ambiental Região Metro de Maceió S/A;Ação;-;-;-;-
Brookfield;ON;BISA3;7700557000184;Brookfield;Ação;BRBISAACNOR8;-;-;-
Brpr 45 Securitizadora Cred Imob S/A;ON;19895 ON;7088416000152;Brpr 45 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 45 Securitizadora Cred Imob S/A;PN;19895 PN;7088416000152;Brpr 45 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 46 Securitizadora Cred Imob S/A;ON;01935 ON;4370450000127;Brpr 46 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 46 Securitizadora Cred Imob S/A;PN;01935 PN;4370450000127;Brpr 46 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 51 Securitizadora Cred Imob S/A;ON;19372 ON;4800265000125;Brpr 51 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 51 Securitizadora Cred Imob S/A;PN;19372 PN;4800265000125;Brpr 51 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 52 Securitizadora Cred Imob S/A;ON;19976 ON;7033882000130;Brpr 52 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 52 Securitizadora Cred Imob S/A;PN;19976 PN;7033882000130;Brpr 52 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 53 Securitizadora Cred Imob S/A;ON;19380 ON;4370082000117;Brpr 53 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 53 Securitizadora Cred Imob S/A;PN;19380 PN;4370082000117;Brpr 53 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 55 Securitizadora Cred Imob S/A;ON;19941 ON;7710591000130;Brpr 55 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 55 Securitizadora Cred Imob S/A;PN;19941 PN;7710591000130;Brpr 55 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 56 Securitizadora Cred Imob S/A;ON;19984 ON;6137677000152;Brpr 56 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brpr 56 Securitizadora Cred Imob S/A;PN;19984 PN;6137677000152;Brpr 56 Securitizadora Cred Imob S/A;Ação;-;-;-;-
Brq;ON;BRQB3;36542025000164;Brq;Ação;BRBRQBACNOR1;Tecnologia da informação;Programas e serviços;Programas e serviços
Brumadinho;PN;BRUM4;52082872000140;Brumadinho;Ação;-;-;-;-
Bsb Energética S/A;ON;26883 ON;3820456000196;Bsb Energética S/A;Ação;-;-;-;-
Bsi Capital Securitizadora S/A;ON;23132 ON;11257352000143;Bsi Capital Securitizadora S/A;Ação;-;-;-;-
BTG Pactual Securitizadora S/A;ON;19690 ON;7110438000171;BTG Pactual Securitizadora S/A;Ação;-;-;-;-
Btgi Quartzo Participações S/A;ON;23850 ON;21948105000147;Btgi Quartzo Participações S/A;Ação;-;-;-;-
Btgi Safira Participações S/A;ON;23841 ON;21976510000179;Btgi Safira Participações S/A;Ação;-;-;-;-
Btgp Banco;ON;BPAC3;30306294000145;Btgp Banco;Ação;BRBPACACNOR7;Financeiro;Intermediários financeiros;Bancos
Btgp Banco;PNA;BPAC5;30306294000145;Btgp Banco;Ação;BRBPACACNPA0;Financeiro;Intermediários financeiros;Bancos
Btgp Banco;UNT;BPAC11;30306294000145;Btgp Banco;Ação;BRBPACUNT006;Financeiro;Intermediários financeiros;Bancos
Buettner;ON;BUET3;82981812000120;Buettner;Ação;BRBUETACNOR3;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Buettner;PN;BUET4;82981812000120;Buettner;Ação;BRBUETACNPR0;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Bunge Alimentos;ON;CEVA3;84046101000193;Bunge Alimentos;Ação;-;-;-;-
Bunge Alimentos;PN;CEVA4;84046101000193;Bunge Alimentos;Ação;-;-;-;-
Bunge Brasil;ON;MSAN3;61074092000149;Bunge Brasil;Ação;-;-;-;-
Bunge Brasil;PN;MSAN4;61074092000149;Bunge Brasil;Ação;-;-;-;-
Bunge Fertilizantes;PN;MAHS4;61082822000153;Bunge Fertilizantes;Ação;-;-;-;-
BV Leasing Arrend Merc SA;ON;20133 ON;1858774000110;BV Leasing Arrend Merc SA;Ação;-;-;-;-
Cabinda Part;ON;CABI3;4030182000102;Cabinda Part;Ação;BRCABIACNOR2;Outros;Outros;Outros
Cach Dourada;PN;CDOU4;1672223000168;Cach Dourada;Ação;-;-;-;-
Cachoeira Paulista Trans de Energia SA;ON;22683 ON;5336882000184;Cachoeira Paulista Trans de Energia SA;Ação;-;-;-;-
Cacique;ON;CIQU3;78588415000115;Cacique;Ação;BRCIQUACNOR8;-;-;-
Cacique;PN;CIQU4;78588415000115;Cacique;Ação;BRCIQUACNPR5;-;-;-
Caconde Part;ON;CACO3B;4031213000131;Caconde Part;Ação;BRCACOACNOR8;Outros;Outros;Outros
Caemi;ON;CMET3;31865728000100;Caemi;Ação;-;-;-;-
Caemi;PN;CMET4;31865728000100;Caemi;Ação;-;-;-;-
Caf Brasilia;ON;CAFE3;25869736000121;Caf Brasilia;Ação;BRCAFEACNOR2;-;-;-
Caf Brasilia;PN;CAFE4;25869736000121;Caf Brasilia;Ação;BRCAFEACNPR9;-;-;-
Caianda Part;ON;CAIA3B;4038763000182;Caianda Part;Ação;BRCAIAACNOR4;Financeiro;Outros;Outros
Caixa Adm Div Pub Estadual S/A;ON;15717 ON;979969000156;Caixa Adm Div Pub Estadual S/A;Ação;-;-;-;-
Caixa Seguri;ON;CXSE3;22543331000100;Caixa Seguri;Ação;BRCXSEACNOR7;Financeiro;Previdência e seguros;Seguradoras
Cambuci;ON;CAMB3;61088894000108;Cambuci;Ação;BRCAMBACNOR4;Consumo cíclico;Tecidos vestuário e calçados;Calçados
Cambuci;PN;CAMB4;61088894000108;Cambuci;Ação;BRCAMBACNPR1;Consumo cíclico;Tecidos vestuário e calçados;Calçados
Camil;ON;CAML3;64904295000103;Camil;Ação;BRCAMLACNOR3;Consumo não cíclico;Alimentos processados;Alimentos diversos
Canal Companhia de Securitização;ON;26212 ON;41811375000119;Canal Companhia de Securitização;Ação;-;-;-;-
Cantu Store S/A;ON;26646 ON;41096674000119;Cantu Store S/A;Ação;-;-;-;-
Capitale Securit de Credito S/A;ON;23353 ON;15229110000105;Capitale Securit de Credito S/A;Ação;-;-;-;-
Capitalpart;ON;CPTP3B;2591787000139;Capitalpart;Ação;BRCPTPACNOR7;Outros;Outros;Outros
Caraiba Met;ON;CRBM3;-;Caraiba Met;Ação;-;-;-;-
Caraiba Met;PNA;CRBM5;-;Caraiba Met;Ação;-;-;-;-
Caraiba Met;PNC;CRBM7;-;Caraiba Met;Ação;-;-;-;-
Caraiba Met;PND;CRBM8;-;Caraiba Met;Ação;-;-;-;-
Caraiba Met;PNE;CRBM11;-;Caraiba Met;Ação;-;-;-;-
Caramuru Alimentos S/A;ON;26190 ON;80671000100;Caramuru Alimentos S/A;Ação;-;-;-;-
Carbomil S/A Miner e Ind;ON;14168 ON;7253321000147;Carbomil S/A Miner e Ind;Ação;-;-;-;-
Carbomil S/A Miner e Ind;PN;14168 PN;7253321000147;Carbomil S/A Miner e Ind;Ação;-;-;-;-
Cargill Fertilizant;PN;SOLO4;61156501000156;Cargill Fertilizant;Ação;-;-;-;-
Carrefour BR;ON;CRFB3;75315333000109;Carrefour BR;Ação;BRCRFBACNOR2;Consumo não cíclico;Comércio e distribuição;Alimentos
Casa Anglo;PN;CABR4;61565511000145;Casa Anglo;Ação;-;-;-;-
Casan;ON;CASN3;82508433000117;Casan;Ação;BRCASNACNOR6;Utilidade pública;Água e saneamento;Água e saneamento
Casan;PN;CASN4;82508433000117;Casan;Ação;BRCASNACNPR3;Utilidade pública;Água e saneamento;Água e saneamento
Casas Bahia;ON;BHIA3;33041260065290;Casas Bahia;Ação;BRBHIAACNOR1;Consumo cíclico;Comércio;Eletrodomésticos
Casas Bahia;PN;VVAR4;33041260065290;Casas Bahia;Ação;BRVVARACNPR8;Consumo cíclico;Comércio;Eletrodomésticos
Casas Bahia;UNT N2;VVAR11;33041260065290;Casas Bahia;Ação;BRVVARCDAM10;Consumo cíclico;Comércio;Eletrodomésticos
Cba;ON;CBAV3;61409892000173;Cba;Ação;BRCBAVACNOR5;Materiais básicos;Mineração;Minerais metálicos
CBC Cartucho;ON;CCTU3;57494031000163;CBC Cartucho;Ação;-;-;-;-
CBC Cartucho;PN;CCTU4;57494031000163;CBC Cartucho;Ação;-;-;-;-
Cbcc Contact Center;ON;TRIM3;27742000100;Cbcc Contact Center;Ação;-;-;-;-
Cbv Ind Mec;PN;CBVI4;-;Cbv Ind Mec;Ação;-;-;-;-
CC Des Imob;ON;CCIM3;67203208000189;CC Des Imob;Ação;BRCCIMACNOR5;-;-;-
CCR SA;ON;CCRO3;2846056000197;CCR SA;Ação;BRCCROACNOR2;Bens industriais;Transporte;Exploração de rodovias
Ccx Carvao;ON;CCXC3;7950674000104;Ccx Carvao;Ação;BRCCXCACNOR5;Outros;Outros;Outros
Cea Modas;ON;CEAB3;45242914000105;Cea Modas;Ação;BRCEABACNOR1;Consumo cíclico;Comércio;Tecidos vestuário e calçados
Ceb;ON;CEBR3;70698000111;Ceb;Ação;BRCEBRACNOR5;Utilidade pública;Energia elétrica;Energia elétrica
Ceb;PNA;CEBR5;70698000111;Ceb;Ação;BRCEBRACNPA8;Utilidade pública;Energia elétrica;Energia elétrica
Ceb;PNB;CEBR6;70698000111;Ceb;Ação;BRCEBRACNPB6;Utilidade pública;Energia elétrica;Energia elétrica
Cedae - Cia Estadual de Aguas e Esgotos;ON;16373 ON;33352394000104;Cedae - Cia Estadual de Aguas e Esgotos;Ação;-;-;-;-
Cedro;ON;CEDO3;17245234000100;Cedro;Ação;BRCEDOACNOR8;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Cedro;PN;CEDO4;17245234000100;Cedro;Ação;BRCEDOACNPR5;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Cedro;PNB;CEDO6;17245234000100;Cedro;Ação;-;Consumo cíclico;Tecidos vestuário e calçados;Fios e tecidos
Ceee-D;ON;CEED3;8467115000100;Ceee-D;Ação;BRCEEDACNOR9;Utilidade pública;Energia elétrica;Energia elétrica
Ceee-D;PN;CEED4;8467115000100;Ceee-D;Ação;BRCEEDACNPR6;Utilidade pública;Energia elétrica;Energia elétrica
Ceee-G;ON;CGEE3;39881421000104;Ceee-G;Ação;BRCGEEACNOR2;Utilidade pública;Energia elétrica;Energia elétrica
Ceee-G;PN;CGEE4;39881421000104;Ceee-G;Ação;BRCGEEACNPR9;Utilidade pública;Energia elétrica;Energia elétrica
Ceee-T;ON;EEEL3;92715812000131;Ceee-T;Ação;BREEELACNOR8;Utilidade pública;Energia elétrica;Energia elétrica
Ceee-T;PN;EEEL4;92715812000131;Ceee-T;Ação;BREEELACNPR5;Utilidade pública;Energia elétrica;Energia elétrica
Ceg;ON;CEGR3;33938119000169;Ceg;Ação;BRCEGRACNOR4;Utilidade pública;Gás;Gás
Cel Participacoes S/A;ON;16675 ON;2201787000185;Cel Participacoes S/A;Ação;-;-;-;-
Cel Participacoes S/A;PN;16675 PN;2201787000185;Cel Participacoes S/A;Ação;-;-;-;-
Celeo Redes Transmissão de Energia S/A;ON;24597 ON;31001230000107;Celeo Redes Transmissão de Energia S/A;Ação;-;-;-;-
Celesc;ON;CLSC3;83878892000155;Celesc;Ação;BRCLSCACNOR6;Utilidade pública;Energia elétrica;Energia elétrica
Celesc;PN;CLSC4;83878892000155;Celesc;Ação;BRCLSCACNPR3;Utilidade pública;Energia elétrica;Energia elétrica
Celesc;PNA;CLSC5;83878892000155;Celesc;Ação;BRCLSCACNPA9;Utilidade pública;Energia elétrica;Energia elétrica
Celg;ON;CGOS3;1543032000104;Celg;Ação;BRCGOSACNOR1;-;-;-
Celg;PN;CGOS4;1543032000104;Celg;Ação;-;-;-;-
Celg;PNB;CGOS6;1543032000104;Celg;Ação;-;-;-;-
Celg Distribuição S/A;ON;25577 ON;1543032000104;Celg Distribuição S/A;Ação;-;-;-;-
Celgpar;ON;GPAR3;8560444000193;Celgpar;Ação;BRGPARACNOR4;Utilidade pública;Energia elétrica;Energia elétrica
Celm;ON;CELM3;61086823000176;Celm;Ação;-;-;-;-
Celpe;ON;CEPE3;10835932000108;Celpe;Ação;BRCEPEACNOR3;Utilidade pública;Energia elétrica;Energia elétrica
Celpe;PNA;CEPE5;10835932000108;Celpe;Ação;BRCEPEACNPA6;Utilidade pública;Energia elétrica;Energia elétrica
Celpe;PNB;CEPE6;10835932000108;Celpe;Ação;BRCEPEACNPB4;Utilidade pública;Energia elétrica;Energia elétrica
Cemepe;ON;MAPT3;93828986000173;Cemepe;Ação;BRMAPTACNOR8;Outros;Outros;Outros
Cemepe;PN;MAPT4;93828986000173;Cemepe;Ação;BRMAPTACNPR5;Outros;Outros;Outros
Cemig;ON;CMIG3;17155730000164;Cemig;Ação;BRCMIGACNOR6;Utilidade pública;Energia elétrica;Energia elétrica
Cemig;PN;CMIG4;17155730000164;Cemig;Ação;BRCMIGACNPR3;Utilidade pública;Energia elétrica;Energia elétrica
Cemig Distribuição SA;ON;20303 ON;6981180000116;Cemig Distribuição SA;Ação;-;-;-;-
Cemig Geração e Transm SA;ON;20320 ON;6981176000158;Cemig Geração e Transm SA;Ação;-;-;-;-
Cemig Telecomunicações S/A;ON;18716 ON;2983428000127;Cemig Telecomunicações S/A;Ação;-;-;-;-
Cencosud Brasil Comercial S/A;ON;26530 ON;39346861035038;Cencosud Brasil Comercial S/A;Ação;-;-;-;-
Cent Açu;ON;CTLG3;8835366000192;Cent Açu;Ação;-;-;-;-
Cent Min-Rio;ON;CTMI3;7949970000187;Cent Min-Rio;Ação;BRCTMIACNOR9;-;-;-
Centrovias Sistemas Rodov S/A;ON;21857 ON;2555926000179;Centrovias Sistemas Rodov S/A;Ação;-;-;-;-
Ceres Securitizadora S/A;ON;26220 ON;41534746000162;Ceres Securitizadora S/A;Ação;-;-;-;-
Cerradinho Bioenergia S/A;ON;26522 ON;8322396000103;Cerradinho Bioenergia S/A;Ação;-;-;-;-
Cesp;ON;CESP3;60933603000178;Cesp;Ação;BRCESPACNOR3;Utilidade pública;Energia elétrica;Energia elétrica
Cesp;PNA;CESP5;60933603000178;Cesp;Ação;BRCESPACNPA6;Utilidade pública;Energia elétrica;Energia elétrica
Cesp;PNB;CESP6;60933603000178;Cesp;Ação;BRCESPACNPB4;Utilidade pública;Energia elétrica;Energia elétrica
Ceterp;ON;CETE3;956274000159;Ceterp;Ação;-;-;-;-
Ceterp;PN;CETE4;956274000159;Ceterp;Ação;-;-;-;-
Cetip;ON;CTIP3;9358105000191;Cetip;Ação;BRCTIPACNOR2;Financeiro;Serviços financeiros diversos;Serviços financeiros diversos
Ceval Part;ON;CVPT3;-;Ceval Part;Ação;-;-;-;-
Ceval Part;PN;CVPT4;-;Ceval Part;Ação;-;-;-;-
Chapeco;ON;CHAP3;83296889000123;Chapeco;Ação;-;-;-;-
Chapeco;PN;CHAP4;83296889000123;Chapeco;Ação;-;-;-;-
Chiarelli;ON;CCHI3;52736840000110;Chiarelli;Ação;BRCCHIACNOR5;Bens industriais;Construção e engenharia;Produtos para construção
Chiarelli;PN;CCHI4;52736840000110;Chiarelli;Ação;BRCCHIACNPR2;Bens industriais;Construção e engenharia;Produtos para construção
China Three Gorges Brasil Energia S/A;ON;27103 ON;19014221000147;China Three Gorges Brasil Energia S/A;Ação;-;-;-;-
Cia Carioca de Securitização S/A;ON;23949 ON;22983283000171;Cia Carioca de Securitização S/A;Ação;-;-;-;-
Cia de Agua e Esgoto do Ceara;ON;18546 ON;7040108000157;Cia de Agua e Esgoto do Ceara;Ação;-;-;-;-
Cia de Agua e Esgoto do Ceara;PN;18546 PN;7040108000157;Cia de Agua e Esgoto do Ceara;Ação;-;-;-;-
Cia de Cred Financ e Inv Rci Brasil;ON;22993 ON;61784278000191;Cia de Cred Financ e Inv Rci Brasil;Ação;-;-;-;-
Cia de Cred Financ e Inv Rci Brasil;PN;22993 PN;61784278000191;Cia de Cred Financ e Inv Rci Brasil;Ação;-;-;-;-
Cia Hering;ON;HGTX3;78876950000171;Cia Hering;Ação;BRHGTXACNOR9;Consumo cíclico;Tecidos vestuário e calçados;Vestuário
Cia Hering;PN;HGTX4;78876950000171;Cia Hering;Ação;-;Consumo cíclico;Tecidos vestuário e calçados;Vestuário
