NAME,CLASS,CODE,CNPJ,STOCK_TYPE,ISIN,SETOR(BOVESPA),SUBSETOR(BOVESPA),SEGMENTO(BOVESPA),CVM_CODE,CVM_STATUS,CVM_FIRM_TYPE,FIRM_NAME,SOURCE_ECONOMATICA,SOURCE_CVM,SOURCE_BRFIN
CENT MIN-RIO,ON,CTMI3,07.949.970/0001-87,AÇÃO,BRCTMIACNOR9,-,-,-,020176,Cancelado em 11/11/2013,CIAS ABERTAS,CENTENNIAL ASSET PART. MINAS-RIO S/A,True,True,False
CESP,ON;PNA;PNB,CESP3;CESP5;CESP6,60.933.603/0001-78,AÇÃO,BRCESPACNOR3;BRCESPACNPA6;BRCESPACNPB4,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,002577,Concedido em 27/09/1971,CIAS ABERTAS,CESP - COMPANHIA ENERGÉTICA DE SÃO PAULO,True,True,False
CETERP,ON;PN,CETE3;CETE4,00.956.274/0001-59,AÇÃO,-,-,-,-,015288,Cancelado em 24/10/2000,CIAS ABERTAS,CETERP-CENT TELEF RIB PRETO SA,True,True,False
CETIP,ON,CTIP3,09.358.105/0001-91,AÇÃO,BRCTIPACNOR2,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,021792,Cancelado em 03/07/2017,CIAS ABERTAS,CETIP S.A. - MERCADOS ORGANIZADOS,True,True,False
CEVAL PART,ON,CVPT3,CVPT3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
CEVAL PART,PN,CVPT4,CVPT4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
CHAPECO,ON;PN,CHAP3;CHAP4,83.296.889/0001-23,AÇÃO,-,-,-,-,010243,Concedido em 30/11/1979,CIAS ABERTAS,MASSA FALIDA DA SA IND E COMERCIO CHAPECO,True,True,False
CHIARELLI,ON;PN,CCHI3;CCHI4,52.736.840/0001-10,AÇÃO,BRCCHIACNOR5;BRCCHIACNPR2,BENS INDUSTRIAIS,CONSTRUÇÃO E ENGENHARIA,PRODUTOS PARA CONSTRUÇÃO,002488,Cancelado em 30/11/2016,CIAS ABERTAS,CERAMICA CHIARELLI SA - EM RECUPERAÇÃO JUDICIAL,True,True,False
CIA HERING,ON;PN,HGTX3;HGTX4,78.876.950/0001-71,AÇÃO,BRHGTXACNOR9;-,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,VESTUÁRIO,014761,Cancelado em 23/02/2022,CIAS ABERTAS,CIA HERING,True,True,False
CIA SIDERURGICA PAULISTA COSIPA (ANTIGA),PNB,CSIP6,NA.N./-,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
CICA,PN,CIC4,CIC4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
CIELO,ON,CIEL3,01.027.058/0001-91,AÇÃO,BRCIELACNOR3,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,021733,Concedido em 25/06/2009,CIAS ABERTAS,CIELO S.A. - INSTITUIÇÃO DE PAGAMENTO,True,True,False
CIM ITAU,ON;PN,ICPI3;ICPI4,24.030.025/0001-04,AÇÃO,-,-,-,-,002933,Cancelado em 21/05/2004,CIAS ABERTAS,COMPANHIA CIMENTO PORTLAND ITAU,True,True,False
CIMAF,ON,MAFE3,61.074.506/0001-30,AÇÃO,-,-,-,-,003468,Cancelado em 09/09/1999,CIAS ABERTAS,CIA INDL MERC ARTEF FERRO,True,True,False
CIMOB PARTIC,ON;PN,GAFP3;GAFP4,34.177.279/0001-03,AÇÃO,BRGAFPACNOR9;BRGAFPACNPR6,-,-,-,006513,Cancelado em 09/07/2012,CIAS ABERTAS,CIMOB PARTICIPAÇÕES SA,True,True,False
CIMS,ON;PN,CMSA3;CMSA4,00.272.185/0001-93,AÇÃO,BRCMSAACNOR8;BRCMSAACNPR5,OUTROS,OUTROS,OUTROS,014818,Concedido em 14/03/1995,CIAS ABERTAS,CIMS SA,True,True,False
CINESYSTEM,ON,CNSY3,07.437.016/0001-05,AÇÃO,BRCNSYACNOR6,COMUNICAÇÕES,MÍDIA,PRODUÇÃO E DIFUSÃO DE FILMES E PROGRAMAS,023965,Cancelado em 05/09/2023,CIAS ABERTAS,CINESYSTEM S.A.,True,True,False
CLARION,ON;PN,CLAN3;CLAN4,24.956.666/0001-86,AÇÃO,BRCLANACNOR1;BRCLANACNPR8,-,-,-,513806,Cancelado em 26/11/1999,CIAS INCENTIVADAS REGISTRADAS,CLARION S/A AGROINDUSTRIAL,True,True,False
CLEARSALE,ON,CLSA3,03.802.115/0001-98,AÇÃO,BRCLSAACNOR0,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,026093,Concedido em 28/07/2021,CIAS ABERTAS,CLEAR SALE S.A,True,True,False
CMA PART,ON;PN,CMMA3;CMMA4,31.959.356/0001-80,AÇÃO,-,-,-,-,013323,Cancelado em 17/05/2005,CIAS ABERTAS,CMA PARTICIPAÇÕES SA,True,True,False
COARI PART,ON;PN,COAR3;COAR4,04.030.087/0001-09,AÇÃO,BRCOARACNOR6;BRCOARACNPR3,-,-,-,019089,Cancelado em 27/02/2012,CIAS ABERTAS,COARI PARTICIPAÇÕES SA,True,True,False
COBRASMA,ON;PN,CBMA3;CBMA4,61.080.313/0001-91,AÇÃO,BRCBMAACNOR4;BRCBMAACNPR1,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL FERROVIÁRIO,004448,Concedido em 12/12/1979,CIAS ABERTAS,COBRASMA SA,True,True,False
COELBA,ON;PNA;PNB,CEEB3;CEEB5;CEEB6,15.139.629/0001-94,AÇÃO,BRCEEBACNOR3;BRCEEBACNPA6;BRCEEBACNPB4,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,014524,Concedido em 28/07/1994,CIAS ABERTAS,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA,True,True,False
COELCE,ON;PNA;PNB,COCE3;COCE5;COCE6,07.047.251/0001-70,AÇÃO,BRCOCEACNOR0;BRCOCEACNPA3;BRCOCEACNPB1,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,014869,Concedido em 13/06/1995,CIAS ABERTAS,CIA ENERG CEARA - COELCE,True,True,False
COFAP,PN,FAPC4,57.500.001/0001-12,AÇÃO,-,-,-,-,004480,Cancelado em 19/04/2002,CIAS ABERTAS,COFAP CIA FABRICADORA PECAS,True,True,False
COGNA ON,ON;PN;UNT N2,COGN3;KROT4;KROT11,02.800.026/0001-40,AÇÃO,BRCOGNACNOR2;BRKROTACNPR6;BRKROTCDAM11,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,017973,Concedido em 01/12/1998,CIAS ABERTAS,COGNA EDUCAÇÃO S.A.,True,True,False
COINVEST,PN,IVIL4,61.460.762/0001-65,AÇÃO,-,-,-,-,007552,Cancelado em 27/11/2003,CIAS ABERTAS,COINVEST CIA. DE INV. INTERLAGOS,True,True,False
COLDEX,PN,CLDX4,61.189.601/0001-89,AÇÃO,-,-,-,-,012459,Cancelado em 01/11/2001,CIAS ABERTAS,COLDEX FRIGOR SA,True,True,False
COMERC,ON,COMR3,25.369.840/0001-57,AÇÃO,BRCOMRACNOR1,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,026280,Concedido em 08/10/2021,CIAS ABERTAS,COMERC PARTICIPAÇÕES S.A.,True,True,False
COMGAS,ON;PNA,CGAS3;CGAS5,61.856.571/0001-17,AÇÃO,BRCGASACNOR0;BRCGASACNPA3,UTILIDADE PÚBLICA,GÁS,GÁS,015636,Concedido em 03/07/1996,CIAS ABERTAS,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,True,True,False
COMPANY,ON,CPNY3,58.877.812/0001-08,AÇÃO,-,-,-,-,019046,Cancelado em 14/06/2012,CIAS ABERTAS,BROOKFIELD SÃO PAULO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,True,True,False
COMPASS GAS,ON;PNA;PNB,PASS3;PASS5;PASS6,21.389.501/0001-81,AÇÃO,BRPASSACNOR7;BRPASSACNPA0;BRPASSACNPB8,UTILIDADE PÚBLICA,GÁS,GÁS,025127,Concedido em 28/09/2020,CIAS ABERTAS,COMPASS GÁS E ENERGIA S.A.,True,True,False
CONC RIO TER,ON;PNA,CRTE3;CRTE5,00.938.574/0001-05,AÇÃO,BRCRTEACNOR7;BRCRTEACNPA0,BENS INDUSTRIAIS,TRANSPORTE,EXPLORAÇÃO DE RODOVIAS,019208,Concedido em 26/12/2001,CIAS ABERTAS,CONCESSIONARIA RIO-TERESOPOLIS SA,True,True,False
CONFAB,ON;PN,CNFB3;CNFB4,60.882.628/0001-90,AÇÃO,BRCNFBACNOR1;BRCNFBACNPR8,-,-,-,004650,Cancelado em 11/05/2012,CIAS ABERTAS,CONFAB INDUSTRIAL SA,True,True,False
CONST A LIND,ON;PN,CALI3;CALI4,61.022.042/0001-18,AÇÃO,BRCALIACNOR1;BRCALIACNPR8,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,004723,Concedido em 20/07/1977,CIAS ABERTAS,CONSTRUTORA ADOLPHO LINDENBERG S.A.,True,True,False
CONST BETER,ON;PNA;PNB,COBE3B;COBE5B;COBE6B,61.192.373/0001-04,AÇÃO,BRCOBEACNOR2;BRCOBEACNPA5;BRCOBEACNPB3,-,-,-,004758,Cancelado em 30/08/2016,CIAS ABERTAS,CONSTRUTORA BETER SA,True,True,False
CONTINENTAL,PN,CTLU4,60.736.279/0001-06,AÇÃO,-,-,-,-,006327,Cancelado em 25/03/1999,CIAS ABERTAS,BS CONTINENTAL SA ULTL DOMEST,True,True,False
COPAS,PN,COPA4,61.087.912/0001-37,AÇÃO,-,-,-,-,003816,Cancelado em 09/01/2007,CIAS ABERTAS,CIA PAULISTA FERTILIZANTES,True,True,False
COPASA,ON,CSMG3,17.281.106/0001-03,AÇÃO,BRCSMGACNOR5,UTILIDADE PÚBLICA,ÁGUA E SANEAMENTO,ÁGUA E SANEAMENTO,019445,Concedido em 17/09/2003,CIAS ABERTAS,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,True,True,False
COPEL,ON;PNA;PNB;UNT,CPLE3;CPLE5;CPLE6;CPLE11,76.483.817/0001-20,AÇÃO,BRCPLEACNOR8;BRCPLEACNPA1;BRCPLEACNPB9;BRCPLECDAM13,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,014311,Concedido em 04/04/1994,CIAS ABERTAS,COMPANHIA PARANAENSE DE ENERGIA COPEL,True,True,False
COPESUL,ON,CPSL3,88.948.492/0001-92,AÇÃO,-,-,-,-,014044,Cancelado em 17/10/2007,CIAS ABERTAS,COPESUL - COMPANHIA PETROQUÍMICA DO SUL,True,True,False
COR RIBEIRO,ON;PN,CORR3;CORR4,15.101.405/0001-93,AÇÃO,BRCORRACNOR0;BRCORRACNPR7,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,004863,Concedido em 20/07/1977,CIAS ABERTAS,CORRÊA RIBEIRO S/A COMÉRCIO E INDÚSTRIA,True,True,False
CORBETTA,PN,CBTA4,92.670.959/0001-52,AÇÃO,-,-,-,-,004839,Cancelado em 07/08/2007,CIAS ABERTAS,CORBETTA SA IND COM,True,True,False
COSAN,ON,CSAN3,50.746.577/0001-15,AÇÃO,BRCSANACNOR6,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,019836,Concedido em 26/10/2005,CIAS ABERTAS,COSAN S.A.,True,True,False
COSAN LOG,ON,RLOG3,17.346.997/0001-39,AÇÃO,BRRLOGACNOR4,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE FERROVIÁRIO,023485,Cancelado em 22/01/2021,CIAS ABERTAS,COSAN LOGÍSTICA S.A.,True,True,False
COSAN LTD,ON A,CZLT33,08.887.330/0001-52,AÇÃO,BRCZLTBDR009,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,-,-,-,-,True,False,False
COSERN,ON;PNA;PNB,CSRN3;CSRN5;CSRN6,08.324.196/0001-81,AÇÃO,BRCSRNACNOR0;BRCSRNACNPA3;BRCSRNACNPB1,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,018139,Concedido em 04/01/1999,CIAS ABERTAS,CIA ENERGÉTICA DO RIO GRANDE DO NORTE,True,True,False
COSIPA,ON;PN,CSPC3;CSPC4,02.790.893/0001-41,AÇÃO,-,-,-,-,018317,Cancelado em 05/04/2005,CIAS ABERTAS,COMPANHIA SIDERÚRGICA PAULISTA - COSIPA,True,True,False
COTEMINAS,ON;PN,CTNM3;CTNM4,22.677.520/0001-76,AÇÃO,BRCTNMACNOR9;BRCTNMACNPR6,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,003158,Concedido em 11/02/1971,CIAS ABERTAS,CIA TECIDOS NORTE DE MINAS - COTEMINAS,True,True,False
CPFL ENERGIA,ON,CPFE3,02.429.144/0001-93,AÇÃO,BRCPFEACNOR0,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,018660,Concedido em 18/05/2000,CIAS ABERTAS,CPFL ENERGIA SA,True,True,False
CPFL GERACAO,ON;PN,CPFG3;CPFG4,03.953.509/0001-47,AÇÃO,-,-,-,-,018953,Concedido em 07/06/2001,CIAS ABERTAS,CPFL GERAÇÃO DE ENERGIA S/A,True,True,False
CPFL PIRATININGA,ON;PN,CPFP3;CPFP4,04.172.213/0001-51,AÇÃO,-,-,-,-,019275,Concedido em 18/04/2002,CIAS ABERTAS,CIA PIRATININGA DE FORÇA E LUZ,True,True,False
CPFL RENOVAV,ON,CPRE3,08.439.659/0001-50,AÇÃO,BRCPREACNOR5,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,020540,Concedido em 08/03/2007,CIAS ABERTAS,CPFL ENERGIAS RENOVÁVEIS S.A.,True,True,False
CREMER;CREMER (ANTIGA),ON;PN,CREM3;CREM4-OLD,82.641.325/0001-18,AÇÃO,BRCREMACNOR2;-,SAÚDE;-,MEDICAMENTOS E OUTROS PRODUTOS;-,MEDICAMENTOS E OUTROS PRODUTOS;-,020141,Cancelado em 22/11/2018,CIAS ABERTAS,CREMER SA,True,True,False
CRISTAL,ON;PNA;PNB,CRPG3;CRPG5;CRPG6,15.115.504/0001-24,AÇÃO,BRCRPGACNOR0;BRCRPGACNPA3;BRCRPGACNPB1,MATERIAIS BÁSICOS,QUÍMICOS,QUÍMICOS DIVERSOS,011398,Concedido em 23/12/1970,CIAS ABERTAS,TRONOX PIGMENTOS DO BRASIL S.A.,True,True,False
CRT CELULAR,ON,CRTP3,CRTP3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
CRT CELULAR,PNA,CRTP5,CRTP5,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
CRT CIARGTELEC,PNA,CRGT5,92.794.486/0001-03,AÇÃO,-,-,-,-,003913,Cancelado em 28/12/2000,CIAS ABERTAS,CIA RIOGRANDENSE TELECOMUNICAÇÕES,True,True,False
CRUZEIRO EDU,ON,CSED3,62.984.091/0001-02,AÇÃO,BRCSEDACNOR9,CONSUMO CÍCLICO,DIVERSOS,SERVIÇOS EDUCACIONAIS,025526,Concedido em 09/02/2021,CIAS ABERTAS,CRUZEIRO DO SUL EDUCACIONAL S.A.,True,True,False
CRUZEIRO SUL,ON;PN,CZRS3;CZRS4,62.136.254/0001-99,AÇÃO,BRCZRSACNOR4;BRCZRSACNPR1,-,-,-,020753,Cancelado em 09/08/2021,CIAS ABERTAS,MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A,True,True,False
CSN MINERACAO,ON,CMIN3,08.902.291/0001-15,AÇÃO,BRCMINACNOR2,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,025585,Concedido em 12/02/2021,CIAS ABERTAS,CSN MINERAÇÃO S.A.,True,True,False
CSU DIGITAL,ON,CSUD3,01.896.779/0001-38,AÇÃO,BRCSUDACNOR5,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,020044,Concedido em 25/04/2006,CIAS ABERTAS,CSU DIGITAL S.A.,True,True,False
CTC S.A.,ON,CTCA3,06.981.381/0001-13,AÇÃO,BRCTCAACNOR7,CONSUMO NÃO CÍCLICO,AGROPECUÁRIA,AGRICULTURA,023981,Concedido em 24/08/2016,CIAS ABERTAS,CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,True,True,False
CURY S/A,ON,CURY3,08.797.760/0001-83,AÇÃO,BRCURYACNOR3,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,025100,Concedido em 17/09/2020,CIAS ABERTAS,CURY CONSTRUTORA E INCORPORADORA S.A.,True,True,False
CVC BRASIL,ON,CVCB3,10.760.260/0001-19,AÇÃO,BRCVCBACNOR1,CONSUMO CÍCLICO,VIAGENS E LAZER,VIAGENS E TURISMO,023310,Concedido em 05/12/2013,CIAS ABERTAS,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,True,True,False
CYRELA REALT,ON;PN,CYRE3;CYRE4,73.178.600/0001-18,AÇÃO,BRCYREACNOR7;-,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,014460,Concedido em 07/07/1994,CIAS ABERTAS,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,True,True,False
CZARINA,PN,CZAR4,96.735.006/0001-86,AÇÃO,-,-,-,-,012742,Cancelado em 14/02/2007,CIAS ABERTAS,CZARINA SA,True,True,False
D F VASCONC,ON;PN,DFVA3;DFVA4,61.482.725/0001-58,AÇÃO,-,-,-,-,005029,Cancelado em 20/04/2007,CIAS ABERTAS,D F VASCONC SA OPT MEC A PREC,True,True,False
D1000VFARMA,ON,DMVF3,12.108.897/0001-50,AÇÃO,BRDMVFACNOR9,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,025046,Concedido em 06/08/2020,CIAS ABERTAS,D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,True,True,False
DALETH PART,ON,OPDL3B,02.312.604/0001-07,AÇÃO,BROPDLACNOR5,-,-,-,016950,Cancelado em 30/05/2017,CIAS ABERTAS,DALETH PARTICIPAÇÕES SA - EM LIQUIDAÇÃO,True,True,False
DASA,ON,DASA3,61.486.650/0001-83,AÇÃO,BRDASAACNOR1,SAÚDE,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,SERVIÇOS MÉDICO-HOSPITALARES ANÁLISES E DIAGNÓSTICOS,019623,Concedido em 05/11/2004,CIAS ABERTAS,DIAGNOSTICOS DA AMERICA SA,True,True,False
DATASUL,ON,DSUL3,03.114.361/0001-57,AÇÃO,-,-,-,-,020095,Cancelado em 13/10/2008,CIAS ABERTAS,DATASUL S/A,True,True,False
DAYCOVAL,ON;PN,DAYC3;DAYC4,62.232.889/0001-90,AÇÃO,BRDAYCACNOR5;BRDAYCACNPR2,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,020796,Concedido em 27/06/2007,CIAS ABERTAS,BANCO DAYCOVAL S.A.,True,True,False
DESKTOPSIGMA,ON,DESK3,08.170.849/0001-15,AÇÃO,BRDESKACNOR2,COMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,026026,Concedido em 19/07/2021,CIAS ABERTAS,DESKTOP S.A,True,True,False
DEXCO,ON,DXCO3,97.837.181/0001-47,AÇÃO,BRDXCOACNOR8,MATERIAIS BÁSICOS,MADEIRA E PAPEL,MADEIRA,021091,Concedido em 10/09/2007,CIAS ABERTAS,DEXCO S.A.,True,True,False
DEXXOS PAR,ON;PN,DEXP3;DEXP4,02.193.750/0001-52,AÇÃO,BRDEXPACNOR1;BRDEXPACNPR8,MATERIAIS BÁSICOS,QUÍMICOS,PETROQUÍMICOS,016632,Concedido em 20/11/1997,CIAS ABERTAS,DEXXOS PARTICIPAÇÕES S.A.,True,True,False
DHB,ON;PN,DHBI3;DHBI4,92.825.900/0001-96,AÇÃO,BRDHBIACNOR5;BRDHBIACNPR2,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,005150,Cancelado em 12/04/2017,CIAS ABERTAS,DHB IND E COMERCIO SA,True,True,False
DIJON,ON;PN,DJON3;DJON4,40.173.064/0001-09,AÇÃO,-,-,-,-,013838,Cancelado em 23/09/2010,CIAS ABERTAS,DIJON SA,True,True,False
DIMED,ON;PN,PNVL3;PNVL4,92.665.611/0001-77,AÇÃO,BRPNVLACNOR9;BRPNVLACNPR6,SAÚDE,COMÉRCIO E DISTRIBUIÇÃO,MEDICAMENTOS E OUTROS PRODUTOS,009342,Concedido em 20/07/1977,CIAS ABERTAS,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,True,True,False
DINAMICA ENE,ON,DNEN3B,07.659.538/0001-51,AÇÃO,BRDNENACNOR7,-,-,-,020052,Concedido em 03/05/2006,CIAS ABERTAS,DINAMICA ENERGIA S/A,True,True,False
DIRECIONAL,ON,DIRR3,16.614.075/0001-00,AÇÃO,BRDIRRACNOR0,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,021350,Concedido em 29/02/2008,CIAS ABERTAS,DIRECIONAL ENGENHARIA SA,True,True,False
DIXIE TOGA,ON;PN,DXTG3;DXTG4,60.394.723/0001-44,AÇÃO,-,-,-,-,014931,Cancelado em 21/07/2011,CIAS ABERTAS,DIXIE TOGA SA,True,True,False
DMFINANCEIRA,ON,DMFN3,91.669.747/0001-92,AÇÃO,BRDMFNACNOR6,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,SOC. CRÉDITO E FINANCIAMENTO,006076,Concedido em 20/07/1977,CIAS ABERTAS,"DM FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO",True,True,False
DOC IMBITUBA,ON;PN,IMBI3;IMBI4,84.208.123/0001-02,AÇÃO,BRIMBIACNOR4;BRIMBIACNPR1,BENS INDUSTRIAIS,TRANSPORTE,SERVIÇOS DE APOIO E ARMAZENAGEM,003174,Cancelado em 28/11/2017,CIAS ABERTAS,CIA DOCAS DE IMBITUBA,True,True,False
DOCAS,ON;PN,DOCA3;DOCA4,33.433.665/0001-48,AÇÃO,BRDOCAACNOR6;BRDOCAACNPR3,-,-,-,003182,Cancelado em 23/05/2014,CIAS ABERTAS,DOCAS INVESTIMENTOS SA,True,True,False
DOHLER,ON;PN,DOHL3;DOHL4,84.683.408/0001-03,AÇÃO,BRDOHLACNOR2;BRDOHLACNPR9,CONSUMO CÍCLICO,TECIDOS VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,005207,Concedido em 26/12/1973,CIAS ABERTAS,DOHLER S.A.,True,True,False
DOMMO,ON,DMMO3,08.926.302/0001-05,AÇÃO,BRDMMOACNOR0,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO REFINO E DISTRIBUIÇÃO,023493,Cancelado em 09/03/2023,CIAS ABERTAS,DOMMO ENERGIA S.A.,True,True,False
DOMMO EMPR,ON;PN,CALA3B;CALA4B,04.034.792/0001-76,AÇÃO,BRCALAACNOR8;BRCALAACNPR5,FINANCEIRO,OUTROS,OUTROS,019070,Cancelado em 22/12/2016,CIAS ABERTAS,DOMMO EMPREENDIMENTOS IMOBILIÁRIOS S.A.,True,True,False
DOMUS POPULI,ON,DOMO3,11.858.621/0001-27,AÇÃO,BRDOMOACNOR6,-,-,-,022284,Cancelado em 22/05/2012,CIAS ABERTAS,MCM CIMENTOS S.A.,True,True,False
DOTZ SA,ON,DOTZ3,18.174.270/0001-84,AÇÃO,BRDOTZACNOR7,CONSUMO CÍCLICO,DIVERSOS,PROGRAMAS DE FIDELIZAÇÃO,025836,Concedido em 12/05/2021,CIAS ABERTAS,DOTZ S.A.,True,True,False
DOUAT TEXTIL,ON;PN,ARPS3;ARPS4,82.610.726/0001-00,AÇÃO,-,-,-,-,011363,Cancelado em 26/08/2004,CIAS ABERTAS,DOUAT CIA TEXTIL,True,True,False
DTCOM DIRECT,ON;PN,DTCY3;DTCY4,03.303.999/0001-36,AÇÃO,BRDTCYACNOR5;BRDTCYACNPR2,BENS INDUSTRIAIS,SERVIÇOS DIVERSOS,SERVIÇOS DIVERSOS,018597,Concedido em 04/02/2000,CIAS ABERTAS,DTCOM - DIRECT TO COMPANY S.A.,True,True,False
DUFRY AG,ON,DAGB33,11.423.623/0001-93,AÇÃO,BRDAGBBDR008,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,-,-,-,-,True,False,False
DUFRYBRAS,ON,DUFB11,DUFB11,AÇÃO,BRDUFBBDR008,-,-,-,-,-,-,-,True,False,False
DURATEX-OLD,ON,DURA3,DURA3,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
DURATEX-OLD,PN,DURA4,DURA4,AÇÃO,-,-,-,-,-,-,-,-,True,False,False
ECISA,ON;PN,ECIS3;ECIS4,33.261.561/0001-01,AÇÃO,-,-,-,-,005339,Cancelado em 08/04/2005,CIAS ABERTAS,ECISA ENG COM E INDUSTRIA SA,True,True,False
ECONOMICO,ON;PN,BCE3;BCE4,15.124.464/0001-87,AÇÃO,-,-,-,-,001244,Cancelado em 10/04/2023,CIAS ABERTAS,BANCO BESA SA,True,True,False
ECORODOVIAS,ON,ECOR3,04.149.454/0001-80,AÇÃO,BRECORACNOR8,BENS INDUSTRIAIS,TRANSPORTE,EXPLORAÇÃO DE RODOVIAS,019453,Concedido em 24/09/2003,CIAS ABERTAS,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,True,True,False
EDN,PNA,EDNE5,13.565.502/0001-01,AÇÃO,-,-,-,-,005363,Cancelado em 10/07/2003,CIAS ABERTAS,EDN ESTIRENO DO NORDESTE SA,True,True,False
ELDORADO,ON;PN,ASSM3;ASSM4,62.791.116/0001-43,AÇÃO,-,-,-,-,002763,Cancelado em 19/07/2007,CIAS ABERTAS,COMPANHIA  ELDORADO DE HOTEIS,True,True,False
ELECTROLUX,PN,REPA4,76.487.032/0001-25,AÇÃO,-,-,-,-,010006,Cancelado em 27/07/2004,CIAS ABERTAS,ELECTROLUX DO BRASIL SA,True,True,False
ELEKEIROZ,ON;PN,ELEK3;ELEK4,13.788.120/0001-47,AÇÃO,BRELEKACNOR5;BRELEKACNPR2,MATERIAIS BÁSICOS,QUÍMICOS,PETROQUÍMICOS,004359,Cancelado em 01/07/2020,CIAS ABERTAS,ELEKEIROZ S/A,True,True,False
ELEKTRO,ON;PN,EKTR3;EKTR4,02.328.280/0001-97,AÇÃO,BREKTRACNOR0;BREKTRACNPR7,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,017485,Concedido em 08/07/1998,CIAS ABERTAS,ELEKTRO REDES S.A.,True,True,False
